join_date,department_name,emp_name,total_salary,salary,bonus
2024-01-01,IT,Employee_423,120364,90683,29681.0
2023-12-29,IT,Employee_2558,105624,82485,23139.0
2023-12-28,IT,Employee_9643,39836,32221,7615.0
2023-12-26,IT,Employee_1502,76615,57431,19184.0
2023-12-25,IT,Employee_2902,112812,85214,27598.0
2023-12-25,IT,Employee_2767,78822,49198,29624.0
2023-12-20,IT,Employee_2531,79589,61325,18264.0
2023-12-19,IT,Employee_9332,49712,43730,5982.0
2023-12-11,IT,Employee_6037,116894,94669,22225.0
2023-12-11,IT,Employee_8647,102192,93288,8904.0
2023-12-11,IT,Employee_5305,75110,47938,27172.0
2023-12-10,IT,Employee_6341,79474,57014,22460.0
2023-12-05,IT,Employee_5028,94118,74649,19469.0
2023-12-02,IT,Employee_9664,126150,96345,29805.0
2023-12-02,IT,Employee_4650,70430,59367,11063.0
2023-11-30,IT,Employee_9397,107836,82810,25026.0
2023-11-28,IT,Employee_7833,98280,76775,21505.0
2023-11-25,IT,Employee_4705,57990,45416,12574.0
2023-11-23,IT,Employee_3950,58736,49575,9161.0
2023-11-23,IT,Employee_9874,51327,42842,8485.0
2023-11-22,IT,Employee_9854,84468,60496,23972.0
2023-11-14,IT,Employee_1954,72046,52875,19171.0
2023-11-13,IT,Employee_4468,102433,85721,16712.0
2023-11-13,IT,Employee_6247,68436,38806,29630.0
2023-11-12,IT,Employee_5493,97741,82536,15205.0
2023-11-02,IT,Employee_7197,69208,39275,29933.0
2023-11-01,IT,Employee_1528,112510,96890,15620.0
2023-11-01,IT,Employee_6799,60251,41049,19202.0
2023-10-27,IT,Employee_8314,83743,54729,29014.0
2023-10-24,IT,Employee_1165,96902,76586,20316.0
2023-10-23,IT,Employee_4605,94613,84987,9626.0
2023-10-20,IT,Employee_6148,47786,41683,6103.0
2023-10-19,IT,Employee_9198,55251,34076,21175.0
2023-10-18,IT,Employee_6964,73148,58964,14184.0
2023-10-14,IT,Employee_5950,51111,31891,19220.0
2023-10-11,IT,Employee_9954,64465,49887,14578.0
2023-10-07,IT,Employee_7230,61572,35391,26181.0
2023-10-05,IT,Employee_696,124792,95223,29569.0
2023-10-04,IT,Employee_5124,97141,88995,8146.0
2023-10-02,IT,Employee_2126,110891,89912,20979.0
2023-09-24,IT,Employee_6078,104367,78747,25620.0
2023-09-23,IT,Employee_8993,109928,99126,10802.0
2023-09-22,IT,Employee_7799,87744,79699,8045.0
2023-09-20,IT,Employee_3524,59710,35239,24471.0
2023-09-20,IT,Employee_8951,54273,34554,19719.0
2023-09-13,IT,Employee_9592,66587,40933,25654.0
2023-09-06,IT,Employee_4016,45908,36799,9109.0
2023-09-04,IT,Employee_6707,68841,58325,10516.0
2023-09-03,IT,Employee_7725,112619,85911,26708.0
2023-09-02,IT,Employee_5399,114924,93589,21335.0
2023-08-29,IT,Employee_6477,93488,76381,17107.0
2023-08-27,IT,Employee_6957,69625,57728,11897.0
2023-08-19,IT,Employee_3813,72996,47910,25086.0
2023-08-14,IT,Employee_8762,88528,82034,6494.0
2023-08-11,IT,Employee_4559,50673,34966,15707.0
2023-08-10,IT,Employee_743,77325,72078,5247.0
2023-08-08,IT,Employee_5068,51385,43746,7639.0
2023-08-07,IT,Employee_5407,122075,99086,22989.0
2023-08-06,IT,Employee_5593,105520,87146,18374.0
2023-08-04,IT,Employee_5941,88316,72011,16305.0
2023-08-01,IT,Employee_9023,85235,65751,19484.0
2023-07-29,IT,Employee_8836,101412,81055,20357.0
2023-07-28,IT,Employee_355,68046,60569,7477.0
2023-07-24,IT,Employee_8143,82674,75680,6994.0
2023-07-18,IT,Employee_7529,38606,33553,5053.0
2023-07-12,IT,Employee_8285,95520,87987,7533.0
2023-07-12,IT,Employee_5856,97654,77346,20308.0
2023-07-05,IT,Employee_5892,52858,34714,18144.0
2023-07-01,IT,Employee_6330,78517,69860,8657.0
2023-06-29,IT,Employee_5286,89454,67630,21824.0
2023-06-28,IT,Employee_1172,96523,75878,20645.0
2023-06-28,IT,Employee_2788,59355,43346,16009.0
2023-06-26,IT,Employee_8619,89697,63314,26383.0
2023-06-25,IT,Employee_4824,74697,57906,16791.0
2023-06-24,IT,Employee_8481,68886,44482,24404.0
2023-06-21,IT,Employee_3677,80591,71430,9161.0
2023-06-20,IT,Employee_7415,114955,95516,19439.0
2023-06-16,IT,Employee_2092,58973,40913,18060.0
2023-06-14,IT,Employee_2325,63452,37354,26098.0
2023-06-11,IT,Employee_7265,76506,62624,13882.0
2023-06-05,IT,Employee_1461,72682,63762,8920.0
2023-06-05,IT,Employee_8518,49942,39322,10620.0
2023-05-30,IT,Employee_3414,103409,79649,23760.0
2023-05-29,IT,Employee_8158,74038,62740,11298.0
2023-05-26,IT,Employee_9800,110315,82169,28146.0
2023-05-25,IT,Employee_8866,79456,70794,8662.0
2023-05-23,IT,Employee_3291,66136,45213,20923.0
2023-05-20,IT,Employee_8166,114866,97541,17325.0
2023-05-13,IT,Employee_9354,99103,70285,28818.0
2023-05-13,IT,Employee_4700,39716,32512,7204.0
2023-05-12,IT,Employee_4547,46207,33974,12233.0
2023-05-08,IT,Employee_2599,93592,76308,17284.0
2023-05-06,IT,Employee_9651,76606,53612,22994.0
2023-05-04,IT,Employee_7500,119172,89608,29564.0
2023-05-03,IT,Employee_7037,69944,59784,10160.0
2023-05-03,IT,Employee_185,75025,52152,22873.0
2023-04-23,IT,Employee_9411,69512,57428,12084.0
2023-04-22,IT,Employee_787,90436,78423,12013.0
2023-04-20,IT,Employee_1969,83228,66870,16358.0
2023-04-14,IT,Employee_3099,120128,96403,23725.0
2023-04-14,IT,Employee_6198,86933,72986,13947.0
2023-04-09,IT,Employee_9496,55681,36880,18801.0
2023-04-07,IT,Employee_1083,127429,99815,27614.0
2023-04-06,IT,Employee_5351,73884,57729,16155.0
2023-04-01,IT,Employee_8208,105036,85444,19592.0
2023-03-29,IT,Employee_8509,58701,33816,24885.0
2023-03-28,IT,Employee_2081,111454,89801,21653.0
2023-03-27,IT,Employee_1418,75776,58975,16801.0
2023-03-18,IT,Employee_8101,92294,73023,19271.0
2023-03-17,IT,Employee_9434,78906,57048,21858.0
2023-03-13,IT,Employee_9867,57220,51310,5910.0
2023-03-11,IT,Employee_5238,52084,40937,11147.0
2023-03-06,IT,Employee_8568,59751,53226,6525.0
2023-03-06,IT,Employee_8104,57560,45050,12510.0
2023-03-05,IT,Employee_4693,80735,53640,27095.0
2023-03-05,IT,Employee_2131,48279,41885,6394.0
2023-02-28,IT,Employee_8112,115597,91671,23926.0
2023-02-25,IT,Employee_5353,80110,68585,11525.0
2023-02-13,IT,Employee_5050,120743,98310,22433.0
2023-02-11,IT,Employee_552,92426,74069,18357.0
2023-02-11,IT,Employee_3277,101771,72636,29135.0
2023-02-11,IT,Employee_6830,58924,46385,12539.0
2023-02-10,IT,Employee_698,42194,30637,11557.0
2023-02-06,IT,Employee_7977,105657,80974,24683.0
2023-02-05,IT,Employee_6238,106250,78101,28149.0
2023-01-26,IT,Employee_4926,99757,87929,11828.0
2023-01-22,IT,Employee_1560,98826,86921,11905.0
2023-01-22,IT,Employee_2239,50088,36331,13757.0
2023-01-19,IT,Employee_9320,72975,47977,24998.0
2023-01-15,IT,Employee_1391,68190,46375,21815.0
2023-01-01,IT,Employee_4509,102397,74383,28014.0
2023-01-01,IT,Employee_8323,55698,41537,14161.0
2022-12-30,IT,Employee_2124,66685,46756,19929.0
2022-12-29,IT,Employee_6499,99648,82289,17359.0
2022-12-29,IT,Employee_5001,76769,63782,12987.0
2022-12-28,IT,Employee_4864,60685,55634,5051.0
2022-12-27,IT,Employee_774,99932,86921,13011.0
2022-12-20,IT,Employee_9049,62439,54592,7847.0
2022-12-16,IT,Employee_8975,76064,65583,10481.0
2022-12-13,IT,Employee_483,98206,78534,19672.0
2022-12-12,IT,Employee_8926,80040,74776,5264.0
2022-12-09,IT,Employee_121,91648,75564,16084.0
2022-12-05,IT,Employee_7871,57436,42979,14457.0
2022-11-25,IT,Employee_5408,76104,52163,23941.0
2022-11-21,IT,Employee_5992,76451,52507,23944.0
2022-11-11,IT,Employee_3877,43923,38301,5622.0
2022-11-09,IT,Employee_2023,74302,52435,21867.0
2022-11-06,IT,Employee_9181,102088,81747,20341.0
2022-11-06,IT,Employee_3988,88045,71585,16460.0
2022-11-05,IT,Employee_261,53762,43669,10093.0
2022-11-03,IT,Employee_4003,81924,64407,17517.0
2022-11-02,IT,Employee_6897,67971,51863,16108.0
2022-10-28,IT,Employee_7393,64776,42017,22759.0
2022-10-25,IT,Employee_3876,72426,45512,26914.0
2022-10-24,IT,Employee_2511,84816,72294,12522.0
2022-10-24,IT,Employee_3729,83017,57265,25752.0
2022-10-20,IT,Employee_8197,114794,85485,29309.0
2022-10-17,IT,Employee_5403,106713,94372,12341.0
2022-10-12,IT,Employee_6617,62784,52628,10156.0
2022-10-10,IT,Employee_3622,100955,85871,15084.0
2022-10-08,IT,Employee_6069,58400,49513,8887.0
2022-09-25,IT,Employee_5557,52551,45565,6986.0
2022-09-15,IT,Employee_8394,84395,65862,18533.0
2022-09-14,IT,Employee_6750,79055,49750,29305.0
2022-09-13,IT,Employee_6125,91159,82788,8371.0
2022-09-11,IT,Employee_6612,86364,56953,29411.0
2022-09-02,IT,Employee_2662,110171,91888,18283.0
2022-08-26,IT,Employee_9445,58010,35565,22445.0
2022-08-23,IT,Employee_6364,40714,32912,7802.0
2022-08-17,IT,Employee_8567,91378,85082,6296.0
2022-08-16,IT,Employee_862,41325,31461,9864.0
2022-08-09,IT,Employee_5660,81626,76454,5172.0
2022-08-05,IT,Employee_7035,71894,55257,16637.0
2022-08-05,IT,Employee_6817,53468,43750,9718.0
2022-07-29,IT,Employee_1863,121384,91417,29967.0
2022-07-29,IT,Employee_3772,64458,41780,22678.0
2022-07-25,IT,Employee_5094,88511,78120,10391.0
2022-07-22,IT,Employee_418,113201,91410,21791.0
2022-07-21,IT,Employee_5558,92341,86995,5346.0
2022-07-21,IT,Employee_8620,95031,78298,16733.0
2022-07-09,IT,Employee_893,64845,41063,23782.0
2022-07-08,IT,Employee_3512,64262,46184,18078.0
2022-07-01,IT,Employee_6379,95307,72523,22784.0
2022-06-30,IT,Employee_1787,100141,85779,14362.0
2022-06-28,IT,Employee_2478,102696,79671,23025.0
2022-06-26,IT,Employee_1174,59429,43162,16267.0
2022-06-25,IT,Employee_8162,92053,72331,19722.0
2022-06-24,IT,Employee_9336,76975,48936,28039.0
2022-06-20,IT,Employee_7559,85881,78629,7252.0
2022-06-19,IT,Employee_7324,71789,65502,6287.0
2022-06-18,IT,Employee_1201,92078,72690,19388.0
2022-06-16,IT,Employee_5701,48787,33991,14796.0
2022-06-15,IT,Employee_8537,65688,41311,24377.0
2022-06-14,IT,Employee_9828,104722,80736,23986.0
2022-06-10,IT,Employee_5234,95122,66389,28733.0
2022-06-02,IT,Employee_1443,102567,80500,22067.0
2022-05-24,IT,Employee_2944,90653,75370,15283.0
2022-05-18,IT,Employee_3320,107361,99519,7842.0
2022-05-17,IT,Employee_579,63200,56835,6365.0
2022-05-15,IT,Employee_6066,71624,61280,10344.0
2022-04-25,IT,Employee_6413,105827,77976,27851.0
2022-04-24,IT,Employee_9819,60793,35778,25015.0
2022-04-22,IT,Employee_1850,86285,75900,10385.0
2022-04-21,IT,Employee_1100,49151,40295,8856.0
2022-04-15,IT,Employee_9179,80429,58833,21596.0
2022-04-14,IT,Employee_8625,88986,74233,14753.0
2022-04-10,IT,Employee_3725,120934,96296,24638.0
2022-04-10,IT,Employee_6696,71412,43570,27842.0
2022-04-06,IT,Employee_6596,57662,43646,14016.0
2022-03-31,IT,Employee_4170,101577,79831,21746.0
2022-03-31,IT,Employee_5326,79932,60267,19665.0
2022-03-22,IT,Employee_5644,97310,88862,8448.0
2022-03-16,IT,Employee_8440,89832,66326,23506.0
2022-03-13,IT,Employee_7932,80463,52066,28397.0
2022-03-12,IT,Employee_7434,76409,52635,23774.0
2022-03-05,IT,Employee_7172,103559,81548,22011.0
2022-03-02,IT,Employee_7048,87290,58554,28736.0
2022-02-28,IT,Employee_4920,55699,35017,20682.0
2022-02-25,IT,Employee_794,73408,51470,21938.0
2022-02-24,IT,Employee_4958,122127,99674,22453.0
2022-02-24,IT,Employee_5935,67586,38348,29238.0
2022-02-24,IT,Employee_1184,58151,32451,25700.0
2022-02-16,IT,Employee_9898,63547,42891,20656.0
2022-02-13,IT,Employee_8663,120016,97635,22381.0
2022-02-12,IT,Employee_889,91395,62532,28863.0
2022-02-10,IT,Employee_2360,110699,84056,26643.0
2022-02-04,IT,Employee_4662,96205,90563,5642.0
2022-02-03,IT,Employee_6671,100657,93436,7221.0
2022-02-03,IT,Employee_7576,96987,91895,5092.0
2022-02-03,IT,Employee_104,69326,59639,9687.0
2022-02-02,IT,Employee_7267,108134,97824,10310.0
2022-01-31,IT,Employee_2170,88984,77743,11241.0
2022-01-28,IT,Employee_473,74447,65069,9378.0
2022-01-21,IT,Employee_3432,75098,50407,24691.0
2022-01-20,IT,Employee_214,67717,46494,21223.0
2022-01-19,IT,Employee_6551,112246,97902,14344.0
2022-01-17,IT,Employee_8345,80756,69587,11169.0
2022-01-12,IT,Employee_6998,121282,99907,21375.0
2022-01-07,IT,Employee_7637,100187,81235,18952.0
2022-01-06,IT,Employee_7580,92398,65284,27114.0
2022-01-04,IT,Employee_7591,68240,43725,24515.0
2022-01-02,IT,Employee_2742,98823,83832,14991.0
2021-12-17,IT,Employee_5073,85643,60755,24888.0
2021-12-15,IT,Employee_7568,63497,35022,28475.0
2021-12-12,IT,Employee_2255,54549,30068,24481.0
2021-12-11,IT,Employee_2236,61727,54122,7605.0
2021-12-08,IT,Employee_7261,62185,44979,17206.0
2021-12-08,IT,Employee_1037,52656,38149,14507.0
2021-12-06,IT,Employee_6506,75152,55147,20005.0
2021-12-03,IT,Employee_4501,89634,76125,13509.0
2021-11-29,IT,Employee_947,116717,94067,22650.0
2021-11-26,IT,Employee_3459,86774,69056,17718.0
2021-11-26,IT,Employee_1248,58616,41160,17456.0
2021-11-22,IT,Employee_2586,75514,47046,28468.0
2021-11-17,IT,Employee_5530,43489,36880,6609.0
2021-11-16,IT,Employee_417,89395,59473,29922.0
2021-11-07,IT,Employee_1321,92467,65765,26702.0
2021-11-04,IT,Employee_5547,47176,41439,5737.0
2021-11-03,IT,Employee_3223,114762,97282,17480.0
2021-11-03,IT,Employee_8375,93020,74133,18887.0
2021-11-02,IT,Employee_8782,104297,89789,14508.0
2021-10-30,IT,Employee_9067,85063,59408,25655.0
2021-10-24,IT,Employee_8396,67578,44821,22757.0
2021-10-23,IT,Employee_878,88812,70868,17944.0
2021-10-15,IT,Employee_4497,95293,82723,12570.0
2021-10-06,IT,Employee_6527,95159,71565,23594.0
2021-10-03,IT,Employee_5555,40667,31249,9418.0
2021-10-02,IT,Employee_7309,49642,39895,9747.0
2021-09-30,IT,Employee_1200,106154,76162,29992.0
2021-09-28,IT,Employee_9834,59607,54104,5503.0
2021-09-24,IT,Employee_7304,68155,58788,9367.0
2021-09-24,IT,Employee_44,73725,47238,26487.0
2021-09-23,IT,Employee_2883,75281,54967,20314.0
2021-09-22,IT,Employee_1430,103526,82540,20986.0
2021-09-15,IT,Employee_2149,104722,78263,26459.0
2021-09-14,IT,Employee_9704,105992,80354,25638.0
2021-09-12,IT,Employee_3242,78226,51320,26906.0
2021-09-07,IT,Employee_8803,76724,57786,18938.0
2021-09-01,IT,Employee_7987,95146,87993,7153.0
2021-08-24,IT,Employee_6346,55589,33657,21932.0
2021-08-18,IT,Employee_1513,124909,99015,25894.0
2021-08-15,IT,Employee_8374,91690,81591,10099.0
2021-08-12,IT,Employee_7706,100839,82022,18817.0
2021-08-10,IT,Employee_4628,99356,76475,22881.0
2021-08-08,IT,Employee_1345,111109,98225,12884.0
2021-08-04,IT,Employee_8547,75581,64563,11018.0
2021-08-04,IT,Employee_378,64318,35392,28926.0
2021-07-31,IT,Employee_9620,59846,32192,27654.0
2021-07-29,IT,Employee_3533,98983,77582,21401.0
2021-07-28,IT,Employee_572,50970,45029,5941.0
2021-07-23,IT,Employee_3280,113166,85959,27207.0
2021-07-16,IT,Employee_669,73248,56170,17078.0
2021-07-10,IT,Employee_5507,68285,59179,9106.0
2021-07-07,IT,Employee_6311,102521,94823,7698.0
2021-07-07,IT,Employee_1562,63944,43654,20290.0
2021-07-06,IT,Employee_6289,61166,36861,24305.0
2021-06-29,IT,Employee_9886,76202,69258,6944.0
2021-06-26,IT,Employee_1811,87366,63400,23966.0
2021-06-22,IT,Employee_8128,77827,56564,21263.0
2021-06-19,IT,Employee_4617,84082,77802,6280.0
2021-06-12,IT,Employee_9460,69177,55168,14009.0
2021-06-09,IT,Employee_6808,66205,51432,14773.0
2021-06-08,IT,Employee_2452,49526,31780,17746.0
2021-06-07,IT,Employee_5922,104318,81362,22956.0
2021-06-05,IT,Employee_906,105466,80362,25104.0
2021-06-04,IT,Employee_5688,95202,86195,9007.0
2021-06-03,IT,Employee_6086,64938,37807,27131.0
2021-06-01,IT,Employee_4857,57666,46760,10906.0
2021-05-30,IT,Employee_1741,98257,71003,27254.0
2021-05-15,IT,Employee_6337,123847,95869,27978.0
2021-05-10,IT,Employee_6798,103027,75984,27043.0
2021-05-09,IT,Employee_532,124028,98617,25411.0
2021-05-09,IT,Employee_8570,52448,40298,12150.0
2021-05-07,IT,Employee_4188,72866,59046,13820.0
2021-05-06,IT,Employee_6953,57466,32420,25046.0
2021-05-05,IT,Employee_3564,70990,44909,26081.0
2021-04-30,IT,Employee_9458,71454,43790,27664.0
2021-04-29,IT,Employee_7399,101087,94608,6479.0
2021-04-29,IT,Employee_6170,83781,70566,13215.0
2021-04-26,IT,Employee_7714,93103,74767,18336.0
2021-04-21,IT,Employee_1084,72981,57924,15057.0
2021-04-17,IT,Employee_8716,122065,93092,28973.0
2021-04-14,IT,Employee_2403,85331,72136,13195.0
2021-04-14,IT,Employee_9273,72999,62803,10196.0
2021-04-12,IT,Employee_5742,86006,74494,11512.0
2021-04-11,IT,Employee_4103,89042,80546,8496.0
2021-04-09,IT,Employee_8241,72605,43795,28810.0
2021-04-07,IT,Employee_7720,87513,63785,23728.0
2021-04-05,IT,Employee_6811,116639,95896,20743.0
2021-04-04,IT,Employee_6591,76820,59350,17470.0
2021-04-04,IT,Employee_8018,53598,34054,19544.0
2021-04-02,IT,Employee_6609,70881,47821,23060.0
2021-03-31,IT,Employee_8582,98752,76745,22007.0
2021-03-30,IT,Employee_4062,121190,92934,28256.0
2021-03-30,IT,Employee_2366,58357,52805,5552.0
2021-03-30,IT,Employee_9101,59060,49703,9357.0
2021-03-23,IT,Employee_7856,78513,62205,16308.0
2021-03-21,IT,Employee_7782,75754,54544,21210.0
2021-03-18,IT,Employee_777,107465,97847,9618.0
2021-03-14,IT,Employee_7080,58917,35217,23700.0
2021-03-10,IT,Employee_5940,107633,94566,13067.0
2021-03-10,IT,Employee_9549,88577,59402,29175.0
2021-03-01,IT,Employee_8095,109344,98203,11141.0
2021-02-27,IT,Employee_8465,81969,63083,18886.0
2021-02-24,IT,Employee_9245,78255,51500,26755.0
2021-02-19,IT,Employee_65,64432,36846,27586.0
2021-02-18,IT,Employee_6165,113204,94802,18402.0
2021-02-16,IT,Employee_329,84143,71057,13086.0
2021-02-12,IT,Employee_336,114255,97113,17142.0
2021-02-11,IT,Employee_2906,85214,68624,16590.0
2021-02-10,IT,Employee_9463,42801,33668,9133.0
2021-02-06,IT,Employee_9010,68722,48059,20663.0
2021-02-03,IT,Employee_8865,47723,34163,13560.0
2021-01-31,IT,Employee_4483,76065,62643,13422.0
2021-01-27,IT,Employee_352,49114,35776,13338.0
2021-01-25,IT,Employee_7825,125421,99073,26348.0
2021-01-22,IT,Employee_9351,90379,67548,22831.0
2021-01-17,IT,Employee_7253,68480,49918,18562.0
2021-01-16,IT,Employee_9981,101269,75047,26222.0
2021-01-11,IT,Employee_7260,80697,66088,14609.0
2021-01-07,IT,Employee_1995,80538,53266,27272.0
2021-01-06,IT,Employee_1806,91559,84781,6778.0
2020-12-28,IT,Employee_5229,84375,60796,23579.0
2020-12-22,IT,Employee_5153,62132,42976,19156.0
2020-12-18,IT,Employee_8950,114044,96036,18008.0
2020-12-18,IT,Employee_6133,56228,40924,15304.0
2020-12-16,IT,Employee_7390,107868,94583,13285.0
2020-12-10,IT,Employee_4413,65208,59076,6132.0
2020-12-03,IT,Employee_1475,95942,79849,16093.0
2020-12-01,IT,Employee_7818,47916,39718,8198.0
2020-11-30,IT,Employee_6351,53587,31027,22560.0
2020-11-27,IT,Employee_8424,84040,74739,9301.0
2020-11-26,IT,Employee_6167,43723,37882,5841.0
2020-11-14,IT,Employee_7793,87309,70849,16460.0
2020-11-09,IT,Employee_7350,57864,42366,15498.0
2020-11-05,IT,Employee_1602,100148,85618,14530.0
2020-11-03,IT,Employee_3372,47001,37163,9838.0
2020-11-02,IT,Employee_8124,112765,87888,24877.0
2020-11-01,IT,Employee_4681,63969,34570,29399.0
2020-10-31,IT,Employee_5549,56961,32598,24363.0
2020-10-25,IT,Employee_8347,94199,74550,19649.0
2020-10-25,IT,Employee_6244,67602,60083,7519.0
2020-10-24,IT,Employee_1032,95818,77431,18387.0
2020-10-23,IT,Employee_3607,75730,70517,5213.0
2020-10-21,IT,Employee_9777,62689,42170,20519.0
2020-10-19,IT,Employee_4685,100027,77907,22120.0
2020-10-11,IT,Employee_1113,92505,85256,7249.0
2020-10-09,IT,Employee_8041,71044,64684,6360.0
2020-10-02,IT,Employee_8634,77511,56272,21239.0
2020-09-30,IT,Employee_7102,63451,48128,15323.0
2020-09-28,IT,Employee_9705,70203,56188,14015.0
2020-09-23,IT,Employee_9565,66806,42767,24039.0
2020-09-22,IT,Employee_1235,119915,92150,27765.0
2020-09-11,IT,Employee_4220,103733,92827,10906.0
2020-09-10,IT,Employee_6232,106248,86782,19466.0
2020-09-05,IT,Employee_4846,87162,61050,26112.0
2020-09-03,IT,Employee_3958,96698,89337,7361.0
2020-08-30,IT,Employee_8595,89560,78196,11364.0
2020-08-28,IT,Employee_9967,77650,55617,22033.0
2020-08-25,IT,Employee_1973,109216,92110,17106.0
2020-08-25,IT,Employee_1656,78193,55346,22847.0
2020-08-23,IT,Employee_3651,90077,64208,25869.0
2020-08-22,IT,Employee_4962,111021,88824,22197.0
2020-08-22,IT,Employee_2657,89957,66589,23368.0
2020-08-20,IT,Employee_2266,48957,41526,7431.0
2020-08-17,IT,Employee_838,75157,65561,9596.0
2020-08-14,IT,Employee_829,91969,81772,10197.0
2020-08-11,IT,Employee_9642,106182,92391,13791.0
2020-08-07,IT,Employee_9027,91881,76875,15006.0
2020-07-31,IT,Employee_5798,112250,94586,17664.0
2020-07-24,IT,Employee_1007,107374,85710,21664.0
2020-07-24,IT,Employee_6633,64341,59048,5293.0
2020-07-22,IT,Employee_1094,52125,35432,16693.0
2020-07-16,IT,Employee_6899,56611,41377,15234.0
2020-07-10,IT,Employee_8504,124453,96403,28050.0
2020-07-09,IT,Employee_2709,108066,99254,8812.0
2020-07-03,IT,Employee_1010,98772,90964,7808.0
2020-06-23,IT,Employee_1420,90015,76546,13469.0
2020-06-13,IT,Employee_2613,106055,78372,27683.0
2020-06-09,IT,Employee_9002,47472,41036,6436.0
2020-06-08,IT,Employee_3977,84684,70167,14517.0
2020-06-07,IT,Employee_6773,62737,56207,6530.0
2020-05-31,IT,Employee_9611,89981,80294,9687.0
2020-05-29,IT,Employee_4565,79795,71482,8313.0
2020-05-26,IT,Employee_1848,76096,69313,6783.0
2020-05-25,IT,Employee_6757,90936,73774,17162.0
2020-05-24,IT,Employee_3968,108908,85149,23759.0
2020-05-21,IT,Employee_6368,69597,46564,23033.0
2020-05-20,IT,Employee_7976,115287,96024,19263.0
2020-05-14,IT,Employee_5952,114242,93021,21221.0
2020-05-14,IT,Employee_9094,69438,51971,17467.0
2020-05-14,IT,Employee_7538,62540,38689,23851.0
2020-05-11,IT,Employee_8964,106668,97194,9474.0
2020-05-10,IT,Employee_8232,113191,94551,18640.0
2020-05-04,IT,Employee_9230,85134,70558,14576.0
2020-05-02,IT,Employee_421,89115,75310,13805.0
2020-04-30,IT,Employee_6169,49555,43910,5645.0
2020-04-30,IT,Employee_9671,59559,30036,29523.0
2020-04-26,IT,Employee_7771,52980,45327,7653.0
2020-04-25,IT,Employee_7759,82079,74327,7752.0
2020-04-21,IT,Employee_1631,105632,78225,27407.0
2020-04-21,IT,Employee_8257,71807,50929,20878.0
2020-04-17,IT,Employee_4421,100236,74890,25346.0
2020-04-05,IT,Employee_4246,77096,62903,14193.0
2020-03-31,IT,Employee_8520,44486,32482,12004.0
2020-03-29,IT,Employee_330,118215,97439,20776.0
2020-03-29,IT,Employee_1152,88109,67463,20646.0
2020-03-27,IT,Employee_3279,84484,70363,14121.0
2020-03-24,IT,Employee_4770,71917,66201,5716.0
2020-03-19,IT,Employee_2130,84117,75702,8415.0
2020-03-12,IT,Employee_4879,121473,92806,28667.0
2020-03-12,IT,Employee_4967,92845,67790,25055.0
2020-03-07,IT,Employee_933,97808,91415,6393.0
2020-03-06,IT,Employee_2541,93353,85406,7947.0
2020-03-06,IT,Employee_4715,78411,63000,15411.0
2020-03-05,IT,Employee_6516,94485,87811,6674.0
2020-03-02,IT,Employee_5623,57637,41766,15871.0
2020-02-28,IT,Employee_8173,63015,43543,19472.0
2020-02-22,IT,Employee_626,61938,36544,25394.0
2020-02-12,IT,Employee_5560,87871,81656,6215.0
2020-02-12,IT,Employee_2530,52347,36307,16040.0
2020-02-07,IT,Employee_5419,109142,94099,15043.0
2020-02-04,IT,Employee_9310,64553,49715,14838.0
2020-02-02,IT,Employee_6226,55954,35702,20252.0
2020-01-31,IT,Employee_6754,54558,46472,8086.0
2020-01-30,IT,Employee_4581,50945,34476,16469.0
2020-01-24,IT,Employee_2626,75137,54591,20546.0
2020-01-22,IT,Employee_8816,88763,79117,9646.0
2020-01-17,IT,Employee_7581,87504,78640,8864.0
2020-01-16,IT,Employee_9420,58656,33017,25639.0
2020-01-09,IT,Employee_4950,77119,56000,21119.0
2020-01-05,IT,Employee_5424,110624,83158,27466.0
2019-12-31,IT,Employee_7005,62695,55035,7660.0
2019-12-16,IT,Employee_6865,102636,95573,7063.0
2019-12-12,IT,Employee_3929,104599,95711,8888.0
2019-12-12,IT,Employee_149,51256,33236,18020.0
2019-12-01,IT,Employee_6048,125351,96573,28778.0
2019-11-29,IT,Employee_9738,82237,64638,17599.0
2019-11-27,IT,Employee_1383,71616,45523,26093.0
2019-11-25,IT,Employee_2560,88159,64370,23789.0
2019-11-22,IT,Employee_1131,98333,81052,17281.0
2019-11-19,IT,Employee_7803,58076,43707,14369.0
2019-11-16,IT,Employee_854,95843,83025,12818.0
2019-11-12,IT,Employee_9317,71343,54031,17312.0
2019-11-09,IT,Employee_4995,104892,83709,21183.0
2019-11-09,IT,Employee_6577,58217,42698,15519.0
2019-11-08,IT,Employee_5098,84178,71348,12830.0
2019-11-08,IT,Employee_6790,89533,59968,29565.0
2019-11-01,IT,Employee_2390,114858,94928,19930.0
2019-10-30,IT,Employee_5766,75010,52499,22511.0
2019-10-24,IT,Employee_8329,88770,73461,15309.0
2019-10-24,IT,Employee_4452,48773,41646,7127.0
2019-10-15,IT,Employee_4589,77639,60448,17191.0
2019-10-10,IT,Employee_2714,99213,86050,13163.0
2019-10-07,IT,Employee_3015,105342,95020,10322.0
2019-09-29,IT,Employee_3171,93868,81885,11983.0
2019-09-29,IT,Employee_5147,65903,52885,13018.0
2019-09-26,IT,Employee_4880,96538,86963,9575.0
2019-09-20,IT,Employee_2095,50978,44332,6646.0
2019-09-15,IT,Employee_2105,123423,97567,25856.0
